# Synthetic demonstration data for the journalfig example notebooks.
# Not a measurement of anything: a sinusoid plus Gaussian noise.
#
# model  : y = A * sin(2*pi*f*x + phi) + c, noise ~ Normal(0, sigma)
# params : A=2.5  f=0.35  phi=0.8  c=0.4  sigma=0.35
# seed   : numpy.random.default_rng(20260805)
# source : examples/data/oscillation.dat written by examples/data/make_oscillation.py
#
# columns below, whitespace separated: x (a.u.), y (a.u.), y_err (a.u.)
#  x  y  y_err
    0.000000     1.920555     0.350000
    0.203390     3.254740     0.350000
    0.406780     3.438091     0.350000
    0.610169     2.554628     0.350000
    0.813559     1.810188     0.350000
    1.016949     0.878352     0.350000
    1.220339    -0.300085     0.350000
    1.423729    -1.313806     0.350000
    1.627119    -2.807762     0.350000
    1.830508    -1.793734     0.350000
    2.033898    -1.395117     0.350000
    2.237288    -1.483020     0.350000
    2.440678    -0.243176     0.350000
    2.644068     1.233574     0.350000
    2.847458     2.393068     0.350000
    3.050847     3.396228     0.350000
    3.254237     2.736654     0.350000
    3.457627     2.765538     0.350000
    3.661017     1.941747     0.350000
    3.864407     0.845905     0.350000
    4.067797    -0.499733     0.350000
    4.271186    -1.230287     0.350000
    4.474576    -2.070022     0.350000
    4.677966    -1.510438     0.350000
    4.881356    -2.185161     0.350000
    5.084746    -1.068002     0.350000
    5.288136    -0.775000     0.350000
    5.491525     1.226612     0.350000
    5.694915     2.530501     0.350000
    5.898305     2.943236     0.350000
    6.101695     2.822083     0.350000
    6.305085     2.765975     0.350000
    6.508475     2.040988     0.350000
    6.711864     1.197744     0.350000
    6.915254    -0.402984     0.350000
    7.118644    -1.153136     0.350000
    7.322034    -2.168327     0.350000
    7.525424    -2.119198     0.350000
    7.728814    -1.854320     0.350000
    7.932203    -1.602761     0.350000
    8.135593    -0.378641     0.350000
    8.338983     0.720056     0.350000
    8.542373     2.526553     0.350000
    8.745763     2.529738     0.350000
    8.949153     3.705484     0.350000
    9.152542     2.383246     0.350000
    9.355932     1.364131     0.350000
    9.559322     0.995187     0.350000
    9.762712    -0.606669     0.350000
    9.966102    -1.278405     0.350000
   10.169492    -1.753849     0.350000
   10.372881    -1.933557     0.350000
   10.576271    -1.792782     0.350000
   10.779661    -1.406620     0.350000
   10.983051    -0.232585     0.350000
   11.186441     1.382500     0.350000
   11.389831     1.518985     0.350000
   11.593220     2.454559     0.350000
   11.796610     2.529727     0.350000
   12.000000     3.473949     0.350000
